rownum,Scoring,Start,Start_Frame,Stop,Stop_Frame,duration,Subject,Behaviour,Value
617,dog-tracking-projekt-2020-09-09_12-57-04_dst_gandalf_bp,57.30725,1374,59.89316667,1436,2.585916667,Gandalf,interest_area,objects
618,dog-tracking-projekt-2020-09-09_12-57-04_dst_gandalf_bp,62.187125,1491,64.31425,1542,2.127125,Gandalf,interest_area,objects
619,dog-tracking-projekt-2020-09-09_12-57-04_dst_gandalf_bp,66.441375,1593,72.40566667,1736,5.964291667,Gandalf,interest_area,objects
620,dog-tracking-projekt-2020-09-09_12-57-04_dst_gandalf_bp,75.53379167,1811,78.74533333,1888,3.211541667,Gandalf,interest_area,door_right
621,dog-tracking-projekt-2020-09-09_13-04-46_dst_gandalf_op,0,0,120.6200212,2892,120.6200212,Gandalf,trial,trial
622,dog-tracking-projekt-2020-09-09_13-04-46_dst_gandalf_op,7.966260042,191,56.30602648,1350,48.33976643,Gandalf,interest_area,caregiver
623,dog-tracking-projekt-2020-09-09_13-04-46_dst_gandalf_op,56.88994083,1364,67.94260528,1629,11.05266446,Gandalf,interest_area,objects
624,dog-tracking-projekt-2020-09-09_13-04-46_dst_gandalf_op,69.7360565,1672,84.58416422,2028,14.84810772,Gandalf,interest_area,objects
625,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,0,0,108.6502083,2605,108.6502083,Gandalf,trial,trial
626,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,2.961291667,71,5.25525,126,2.293958333,Gandalf,interest_area,objects
627,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,7.132125,171,17.30895833,415,10.17683333,Gandalf,interest_area,door_left
628,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,21.27125,510,21.73004167,521,0.458791667,Gandalf,interest_area,objects
629,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,24.399375,585,27.56920833,661,3.169833333,Gandalf,interest_area,door_left
630,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,32.907875,789,34.99329167,839,2.085416667,Gandalf,interest_area,stranger
631,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,35.32695833,847,39.20583333,940,3.878875,Gandalf,interest_area,door_right
632,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,39.95658333,958,40.20683333,964,0.25025,Gandalf,interest_area,objects
633,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,44.62791667,1070,90.25683333,2164,45.62891667,Gandalf,interest_area,door_left
634,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,92.217125,2211,97.68091667,2342,5.463791667,Gandalf,interest_area,door_left
635,dog-tracking-projekt-2020-09-09_13-11-26_dst_gandalf_sp,105.105,2520,108.6502083,2605,3.545208333,Gandalf,interest_area,door_left
636,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,0,0,120.5370833,2890,120.5370833,Gandalf,trial,trial
637,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,2.627625,63,4.295958333,103,1.668333333,Gandalf,interest_area,objects
638,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,4.713041667,113,6.840166667,164,2.127125,Gandalf,interest_area,caregiver
639,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,7.549208333,181,8.466791667,203,0.917583333,Gandalf,interest_area,objects
640,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,9.75975,234,11.30295833,271,1.543208333,Gandalf,interest_area,objects
641,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,13.80545833,331,16.55820833,397,2.75275,Gandalf,interest_area,door_right
642,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,17.68433333,424,18.18483333,436,0.5005,Gandalf,interest_area,objects
643,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,19.394375,465,20.35366667,488,0.959291667,Gandalf,interest_area,objects
644,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,25.23354167,605,25.27525,606,0.041708333,Gandalf,interest_area,door_left
645,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,25.27525,606,38.163125,915,12.887875,Gandalf,interest_area,door_right
646,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,40.79075,978,41.20783333,988,0.417083333,Gandalf,interest_area,stranger
647,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,41.20783333,988,42.12541667,1010,0.917583333,Gandalf,interest_area,door_right
648,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,43.668625,1047,57.5575,1380,13.888875,Gandalf,interest_area,door_right
649,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,59.10070833,1417,59.76804167,1433,0.667333333,Gandalf,interest_area,objects
650,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,60.76904167,1457,61.436375,1473,0.667333333,Gandalf,interest_area,objects
651,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,62.02029167,1487,63.5635,1524,1.543208333,Gandalf,interest_area,caregiver
652,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,68.86045833,1651,75.950875,1821,7.090416667,Gandalf,interest_area,door_left
653,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,76.451375,1833,77.952875,1869,1.5015,Gandalf,interest_area,stranger
654,dog-tracking-projekt-2020-09-09_12-52-11_dst_gandalf_np,78.53679167,1883,120.4536667,2888,41.916875,Gandalf,interest_area,door_right
655,dog-tracking-projekt-2020-09-09_13-31-33_dst_lenny4_bp,2.5025,60,123.7069167,2966,121.2044167,Lenny4,trial,trial
656,dog-tracking-projekt-2020-09-09_13-31-33_dst_lenny4_bp,6.5065,156,11.09441667,266,4.587916667,Lenny4,interest_area,stranger
657,dog-tracking-projekt-2020-09-09_13-31-33_dst_lenny4_bp,12.637625,303,18.22654167,437,5.588916667,Lenny4,interest_area,objects
658,dog-tracking-projekt-2020-09-09_13-31-33_dst_lenny4_bp,18.76875,450,22.60591667,542,3.837166667,Lenny4,interest_area,caregiver
659,dog-tracking-projekt-2020-09-09_13-41-17_dst_lenny4_op,0.542208333,13,120.5370833,2890,119.994875,Lenny4,trial,trial
660,dog-tracking-projekt-2020-09-09_13-41-17_dst_lenny4_op,2.419083333,58,2.627625,63,0.208541667,Lenny4,interest_area,objects
661,dog-tracking-projekt-2020-09-09_13-41-17_dst_lenny4_op,4.170833333,100,120.5370833,2890,116.36625,Lenny4,interest_area,caregiver
662,dog-tracking-projekt-2020-09-09_13-26-47_dst_lenny4_sp,0.667333333,16,120.87075,2898,120.2034167,Lenny4,trial,trial
663,dog-tracking-projekt-2020-09-09_13-26-47_dst_lenny4_sp,2.25225,54,23.98229167,575,21.73004167,Lenny4,interest_area,stranger
664,dog-tracking-projekt-2020-09-09_13-26-47_dst_lenny4_sp,24.48279167,587,30.36366667,728,5.880875,Lenny4,interest_area,door_right
665,dog-tracking-projekt-2020-09-09_13-26-47_dst_lenny4_sp,30.78075,738,32.032,768,1.25125,Lenny4,interest_area,stranger
666,dog-tracking-projekt-2020-09-09_13-26-47_dst_lenny4_sp,36.20283333,868,58.39166667,1400,22.18883333,Lenny4,interest_area,door_left
667,dog-tracking-projekt-2020-09-09_13-26-47_dst_lenny4_sp,59.5595,1428,84.33425,2022,24.77475,Lenny4,interest_area,stranger
668,dog-tracking-projekt-2020-09-09_13-26-47_dst_lenny4_sp,86.711625,2079,87.42066667,2096,0.709041667,Lenny4,interest_area,objects
669,dog-tracking-projekt-2020-09-09_13-26-47_dst_lenny4_sp,88.12970833,2113,95.095,2280,6.965291667,Lenny4,interest_area,caregiver
670,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,5.04667387,121,125.0407295,2998,119.9940556,Lenny4,trial,trial
671,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,6.339623374,152,7.173784345,172,0.83416097,Lenny4,interest_area,objects
672,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,9.509435062,228,11.92850188,286,2.419066814,Lenny4,interest_area,caregiver
673,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,12.47070651,299,13.47169967,323,1.000993164,Lenny4,interest_area,objects
674,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,15.80735039,379,17.55908843,421,1.751738038,Lenny4,interest_area,stranger
675,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,17.93446086,430,19.72790695,473,1.793446086,Lenny4,interest_area,door_left
676,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,20.64548402,495,21.10427255,506,0.458788534,Lenny4,interest_area,objects
677,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,23.56504741,565,24.98312106,599,1.41807365,Lenny4,interest_area,objects
678,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,34.95134466,838,36.32771026,871,1.376365601,Lenny4,interest_area,door_right
679,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,46.67130629,1119,47.17180287,1131,0.500496582,Lenny4,interest_area,objects
680,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,55.13804014,1322,63.98014642,1534,8.842106285,Lenny4,interest_area,objects
681,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,66.27408909,1589,68.02582713,1631,1.751738038,Lenny4,interest_area,stranger
682,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,68.65144786,1646,74.94936318,1797,6.297915326,Lenny4,interest_area,door_right
683,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,75.78352415,1817,86.91957311,2084,11.13604895,Lenny4,interest_area,stranger
684,dog-tracking-projekt-2020-09-09_13-21-06_dst_lenny4_np,87.2532375,2092,125.0407295,2998,37.78749196,Lenny4,interest_area,door_left
685,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,0.625621648,15,120.4530213,2888,119.8273996,Ultimo,trial,trial
686,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,3.378356899,81,59.47576466,1426,56.09740776,Ultimo,interest_area,caregiver
687,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,61.81141881,1482,63.35461888,1519,1.543200065,Ultimo,interest_area,objects
688,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,65.73198114,1576,69.65254347,1670,3.920562327,Ultimo,interest_area,caregiver
689,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,73.32285714,1758,78.6614952,1886,5.338638062,Ultimo,interest_area,caregiver
690,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,81.66447911,1958,84.1669657,2018,2.502486592,Ultimo,interest_area,objects
691,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,86.91970095,2084,88.87998212,2131,1.960281163,Ultimo,interest_area,objects
692,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,89.75585242,2152,102.8521989,2466,13.0963465,Ultimo,interest_area,caregiver
693,dog-tracking-projekt-2020-09-09_14-01-26_dst_ultimo_bp,104.7290639,2511,120.4530213,2888,15.72395742,Ultimo,interest_area,caregiver
694,dog-tracking-projekt-2020-09-09_13-54-59_dst_ultimo_op,2.127121697,51,120.7037292,2894,118.5766075,Ultimo,trial,trial
695,dog-tracking-projekt-2020-09-09_13-54-59_dst_ultimo_op,4.045702051,97,6.965280851,167,2.9195788,Ultimo,interest_area,caregiver
696,dog-tracking-projekt-2020-09-09_13-54-59_dst_ultimo_op,8.842152936,212,11.88685654,285,3.044703605,Ultimo,interest_area,caregiver
697,dog-tracking-projekt-2020-09-09_13-54-59_dst_ultimo_op,19.06067873,457,19.7697193,474,0.709040566,Ultimo,interest_area,caregiver
698,dog-tracking-projekt-2020-09-09_13-54-59_dst_ultimo_op,21.35463351,512,22.43904849,538,1.084414983,Ultimo,interest_area,caregiver
699,dog-tracking-projekt-2020-09-09_13-54-59_dst_ultimo_op,28.27820609,678,29.3209128,703,1.042706714,Ultimo,interest_area,caregiver
700,dog-tracking-projekt-2020-09-09_13-54-59_dst_ultimo_op,69.77793331,1673,115.3650709,2766,45.58713754,Ultimo,interest_area,caregiver
701,dog-tracking-projekt-2020-09-09_13-54-59_dst_ultimo_op,117.4921926,2817,120.6203127,2892,3.128120142,Ultimo,interest_area,caregiver
702,dog-tracking-projekt-2020-09-09_13-49-28_dst_ultimo_sp,0,0,119.9520216,2876,119.9520216,Ultimo,trial,trial
703,dog-tracking-projekt-2020-09-09_13-49-28_dst_ultimo_sp,5.422031576,130,5.755695057,138,0.333663482,Ultimo,interest_area,objects
704,dog-tracking-projekt-2020-09-09_13-49-28_dst_ultimo_sp,6.33960615,152,7.799383882,187,1.459777732,Ultimo,interest_area,stranger
705,dog-tracking-projekt-2020-09-09_13-49-28_dst_ultimo_sp,10.00990445,240,12.05359327,289,2.043688825,Ultimo,interest_area,objects
706,dog-tracking-projekt-2020-09-09_13-44-56_dst_ultimo_np,1.292958333,31,122.87275,2946,121.5797917,Ultimo,trial,trial
707,dog-tracking-projekt-2020-09-09_13-44-56_dst_ultimo_np,2.210541667,53,3.628625,87,1.418083333,Ultimo,interest_area,objects
708,dog-tracking-projekt-2020-09-09_13-44-56_dst_ultimo_np,6.25625,150,8.883875,213,2.627625,Ultimo,interest_area,objects
709,dog-tracking-projekt-2020-09-09_13-44-56_dst_ultimo_np,10.26025,246,11.05270833,265,0.792458333,Ultimo,interest_area,objects
710,dog-tracking-projekt-2020-09-09_13-44-56_dst_ultimo_np,11.92858333,286,13.388375,321,1.459791667,Ultimo,interest_area,caregiver
711,dog-tracking-projekt-2020-09-09_13-44-56_dst_ultimo_np,24.94158333,598,25.94258333,622,1.001,Ultimo,interest_area,objects
712,dog-tracking-projekt-2020-09-09_13-44-56_dst_ultimo_np,41.29125,990,44.419375,1065,3.128125,Ultimo,interest_area,caregiver
713,dog-tracking-projekt-2020-09-16_12-30-27_dst_basil_bp,0,0,3.586916667,86,3.586916667,Basil,interest_area,stranger
714,dog-tracking-projekt-2020-09-16_12-30-27_dst_basil_bp,0,0,120.37025,2886,120.37025,Basil,trial,trial
715,dog-tracking-projekt-2020-09-16_12-30-27_dst_basil_bp,38.74704167,929,41.83345833,1003,3.086416667,Basil,interest_area,objects
716,dog-tracking-projekt-2020-09-16_12-30-27_dst_basil_bp,43.668625,1047,65.52379167,1571,21.85516667,Basil,interest_area,stranger
717,dog-tracking-projekt-2020-09-16_12-30-27_dst_basil_bp,72.11370833,1729,73.99058333,1774,1.876875,Basil,interest_area,stranger
718,dog-tracking-projekt-2020-09-16_12-30-27_dst_basil_bp,119.119,2856,120.37025,2886,1.25125,Basil,interest_area,door_right
719,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,0,0,120.5370833,2890,120.5370833,Basil,trial,trial
720,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,2.002,48,3.795458333,91,1.793458333,Basil,interest_area,stranger
721,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,8.967291667,215,11.5115,276,2.544208333,Basil,interest_area,caregiver
722,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,11.80345833,283,35.78575,858,23.98229167,Basil,interest_area,door_left
723,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,36.32795833,871,70.945875,1701,34.61791667,Basil,interest_area,caregiver
724,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,71.40466667,1712,74.15741667,1778,2.75275,Basil,interest_area,objects
725,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,90.25683333,2164,91.54979167,2195,1.292958333,Basil,interest_area,door_right
726,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,92.092,2208,95.80404167,2297,3.712041667,Basil,interest_area,caregiver
727,dog-tracking-projekt-2020-09-16_12-26-36_dst_basil_op,106.0642917,2543,120.5370833,2890,14.47279167,Basil,interest_area,door_left
728,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,0,0,4.546208333,109,4.546208333,Basil,interest_area,stranger
729,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,0,0,120.7039167,2894,120.7039167,Basil,trial,trial
730,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,8.5085,204,12.09541667,290,3.586916667,Basil,interest_area,door_left
731,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,12.67933333,304,15.05670833,361,2.377375,Basil,interest_area,caregiver
732,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,17.392375,417,22.5225,540,5.130125,Basil,interest_area,door_left
733,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,24.19083333,580,26.77675,642,2.585916667,Basil,interest_area,caregiver
734,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,33.36666667,800,67.90116667,1628,34.5345,Basil,interest_area,door_left
735,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,80.53879167,1931,100.35025,2406,19.81145833,Basil,interest_area,door_left
736,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,100.975875,2421,104.0205833,2494,3.044708333,Basil,interest_area,caregiver
737,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,104.8964583,2515,109.2758333,2620,4.379375,Basil,interest_area,door_right
738,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,109.7763333,2632,111.736625,2679,1.960291667,Basil,interest_area,caregiver
739,dog-tracking-projekt-2020-09-16_12-33-56_dst_basil_sp,112.1954167,2690,120.7039167,2894,8.5085,Basil,interest_area,door_left
740,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,0,0,121.2870214,2908,121.2870214,Basil,trial,trial
741,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,3.753724871,90,11.26117461,270,7.507449742,Basil,interest_area,door_left
742,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,17.85104716,428,23.56505058,565,5.714003415,Basil,interest_area,door_left
743,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,24.14896334,579,26.15094994,627,2.001986598,Basil,interest_area,caregiver
744,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,26.48461437,635,30.02979897,720,3.545184601,Basil,interest_area,door_right
745,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,30.44687951,730,32.15690973,771,1.710030219,Basil,interest_area,caregiver
746,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,32.49057416,779,34.15889633,819,1.668322165,Basil,interest_area,door_left
747,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,38.78849034,930,45.75373537,1097,6.965245039,Basil,interest_area,door_left
748,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,46.62960451,1118,51.42603073,1233,4.796426224,Basil,interest_area,caregiver
749,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,51.84311128,1243,53.84509787,1291,2.001986598,Basil,interest_area,door_left
750,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,59.39226907,1424,64.81431611,1554,5.422047036,Basil,interest_area,door_left
751,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,66.39922216,1592,67.14996714,1610,0.750744974,Basil,interest_area,caregiver
752,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,67.77558795,1625,72.53030612,1739,4.75471817,Basil,interest_area,door_left
753,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,89.42206804,2144,96.05364865,2303,6.631580606,Basil,interest_area,door_left
754,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,96.51243724,2314,98.38929968,2359,1.876862436,Basil,interest_area,caregiver
755,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,99.05662854,2375,104.7289239,2511,5.672295361,Basil,interest_area,door_right
756,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,105.4796689,2529,107.4816555,2577,2.001986598,Basil,interest_area,caregiver
757,dog-tracking-projekt-2020-09-16_12-23-02_dst_basil_np,107.8153199,2585,111.5273367,2674,3.712016817,Basil,interest_area,door_left
758,dog-tracking-projekt-2020-09-09_12-10-06_dst_leon3_bp,1.876875,45,120.37025,2886,118.493375,Leon3,trial,trial
759,dog-tracking-projekt-2020-09-09_12-10-06_dst_leon3_bp,4.087416667,98,33.408375,801,29.32095833,Leon3,interest_area,caregiver
760,dog-tracking-projekt-2020-09-09_12-10-06_dst_leon3_bp,40.87416667,980,64.73133333,1552,23.85716667,Leon3,interest_area,caregiver
761,dog-tracking-projekt-2020-09-09_12-01-38_dst_leon3_op,0.959291667,23,120.5370833,2890,119.5777917,Leon3,trial,trial
762,dog-tracking-projekt-2020-09-09_12-01-38_dst_leon3_op,9.968291667,239,23.98229167,575,14.014,Leon3,interest_area,caregiver
763,dog-tracking-projekt-2020-09-09_12-01-38_dst_leon3_op,25.23354167,605,25.60891667,614,0.375375,Leon3,interest_area,objects
764,dog-tracking-projekt-2020-09-09_12-01-38_dst_leon3_op,26.94358333,646,120.5370833,2890,93.5935,Leon3,interest_area,caregiver
765,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,0,0,2.75275,66,2.75275,Leon3,interest_area,door_left
766,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,0,0,120.2034167,2882,120.2034167,Leon3,trial,trial
767,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,3.044708333,73,7.424083333,178,4.379375,Leon3,interest_area,stranger
768,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,7.75775,186,10.21854167,245,2.460791667,Leon3,interest_area,door_left
769,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,12.84616667,308,14.5145,348,1.668333333,Leon3,interest_area,door_left
770,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,15.09841667,362,17.97629167,431,2.877875,Leon3,interest_area,stranger
771,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,20.60391667,494,24.69133333,592,4.087416667,Leon3,interest_area,stranger
772,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,31.19783333,748,82.33225,1974,51.13441667,Leon3,interest_area,door_left
773,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,83.083,1992,85.62720833,2053,2.544208333,Leon3,interest_area,stranger
774,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,86.54479167,2075,89.67291667,2150,3.128125,Leon3,interest_area,door_right
775,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,91.92516667,2204,92.55079167,2219,0.625625,Leon3,interest_area,door_right
776,dog-tracking-projekt-2020-09-09_12-06-09_dst_leon3_sp,97.76433333,2344,117.36725,2814,19.60291667,Leon3,interest_area,stranger
777,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,0,0,122.2054167,2930,122.2054167,Leon3,trial,trial
778,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,6.464791667,155,12.17883333,292,5.714041667,Leon3,interest_area,door_left
779,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,15.68233333,376,22.5225,540,6.840166667,Leon3,interest_area,door_left
780,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,22.93958333,550,25.06670833,601,2.127125,Leon3,interest_area,stranger
781,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,25.650625,615,29.32095833,703,3.670333333,Leon3,interest_area,door_right
782,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,39.70633333,952,41.62491667,998,1.918583333,Leon3,interest_area,stranger
783,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,42.12541667,1010,69.48608333,1666,27.36066667,Leon3,interest_area,door_left
784,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,92.55079167,2219,115.0732917,2759,22.5225,Leon3,interest_area,door_left
785,dog-tracking-projekt-2020-09-09_11-56-25_dst_leon3_np,115.740625,2775,118.0345833,2830,2.293958333,Leon3,interest_area,stranger
786,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,0.792451671,19,131.2967295,3148,130.5042778,Aruba,trial,trial
787,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,2.043691152,49,3.628594494,87,1.584903342,Aruba,interest_area,stranger
788,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,6.089365473,146,8.341596539,200,2.252231065,Aruba,interest_area,objects
789,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,10.63553559,255,11.13603138,267,0.500495792,Aruba,interest_area,door_right
790,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,11.71994314,281,15.01487377,360,3.294930633,Aruba,interest_area,caregiver
791,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,15.84903342,380,18.72688423,449,2.877850806,Aruba,interest_area,door_right
792,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,21.81327495,523,24.39916988,585,2.585894927,Aruba,interest_area,stranger
793,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,25.19162155,604,27.73580849,665,2.544186944,Aruba,interest_area,objects
794,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,30.73878324,737,31.90660676,765,1.167823515,Aruba,interest_area,objects
795,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,39.70599952,952,51.8013145,1242,12.09531498,Aruba,interest_area,stranger
796,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,52.42693424,1257,54.09525355,1297,1.668319308,Aruba,interest_area,objects
797,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,62.64539,1502,65.64836476,1574,3.002974754,Aruba,interest_area,door_right
798,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,66.23227652,1588,67.2332681,1612,1.000991585,Aruba,interest_area,caregiver
799,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,69.73574706,1672,72.7804298,1745,3.044682737,Aruba,interest_area,door_left
800,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,79.95420282,1917,85.08428469,2040,5.130081871,Aruba,interest_area,stranger
801,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,100.9750261,2421,102.4348055,2456,1.459779394,Aruba,interest_area,caregiver
802,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,102.8101773,2465,110.859818,2658,8.04964066,Aruba,interest_area,door_right
803,dog-tracking-projekt-2020-09-29_16-36-53_dst_aruba_bp,111.4020218,2671,124.9571161,2996,13.55509438,Aruba,interest_area,caregiver
804,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,0,0,120.5370833,2890,120.5370833,Aruba,trial,trial
805,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,1.918583333,46,10.46879167,251,8.550208333,Aruba,interest_area,caregiver
806,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,10.96929167,263,11.46979167,275,0.5005,Aruba,interest_area,door_right
807,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,14.22254167,341,15.30695833,367,1.084416667,Aruba,interest_area,stranger
808,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,19.26925,462,22.85616667,548,3.586916667,Aruba,interest_area,door_left
809,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,58.26654167,1397,73.61520833,1765,15.34866667,Aruba,interest_area,door_left
810,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,78.32825,1878,80.62220833,1933,2.293958333,Aruba,interest_area,objects
