rownum,Scoring,Start,Start_Frame,Stop,Stop_Frame,duration,Subject,Behaviour,Value
811,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,81.41466667,1952,86.62820833,2077,5.213541667,Aruba,interest_area,stranger
812,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,91.091,2184,92.38395833,2215,1.292958333,Aruba,interest_area,objects
813,dog-tracking-projekt-2020-09-29_16-42-34_dst_aruba_op,93.218125,2235,107.8994583,2587,14.68133333,Aruba,interest_area,caregiver
814,dog-tracking-projekt-2020-09-29_16-47-15_dst_aruba_sp,0,0,120.5370833,2890,120.5370833,Aruba,trial,trial
815,dog-tracking-projekt-2020-09-29_16-47-15_dst_aruba_sp,2.127125,51,39.164125,939,37.037,Aruba,interest_area,door_left
816,dog-tracking-projekt-2020-09-29_16-47-15_dst_aruba_sp,39.28925,942,40.79075,978,1.5015,Aruba,interest_area,caregiver
817,dog-tracking-projekt-2020-09-29_16-47-15_dst_aruba_sp,41.12441667,986,45.71233333,1096,4.587916667,Aruba,interest_area,door_right
818,dog-tracking-projekt-2020-09-29_16-47-15_dst_aruba_sp,46.046,1104,47.38066667,1136,1.334666667,Aruba,interest_area,caregiver
819,dog-tracking-projekt-2020-09-29_16-47-15_dst_aruba_sp,47.71433333,1144,64.27254167,1541,16.55820833,Aruba,interest_area,door_left
820,dog-tracking-projekt-2020-09-29_16-47-15_dst_aruba_sp,74.82475,1794,109.6095,2628,34.78475,Aruba,interest_area,stranger
821,dog-tracking-projekt-2020-09-29_16-53-41_dst_aruba_np,0,0,120.8697295,2898,120.8697295,Aruba,trial,trial
822,dog-tracking-projekt-2020-09-29_16-53-41_dst_aruba_np,10.84407511,260,15.80732487,379,4.963249763,Aruba,interest_area,door_left
823,dog-tracking-projekt-2020-09-29_16-53-41_dst_aruba_np,16.01586478,384,21.35448637,512,5.338621594,Aruba,interest_area,caregiver
824,dog-tracking-projekt-2020-09-29_16-53-41_dst_aruba_np,21.72985821,521,34.6176244,830,12.88776619,Aruba,interest_area,door_right
825,dog-tracking-projekt-2020-09-29_16-53-41_dst_aruba_np,35.03470421,840,36.07740374,865,1.04269953,Aruba,interest_area,caregiver
826,dog-tracking-projekt-2020-09-29_16-53-41_dst_aruba_np,36.41106759,873,42.62555679,1022,6.214489199,Aruba,interest_area,door_left
827,dog-tracking-projekt-2020-09-29_16-53-41_dst_aruba_np,43.12605256,1034,57.34847415,1375,14.22242159,Aruba,interest_area,caregiver
828,dog-tracking-projekt-2020-09-29_16-53-41_dst_aruba_np,109.3166187,2621,120.7863136,2896,11.46969483,Aruba,interest_area,caregiver
829,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,1.000994637,24,120.4530213,2888,119.4520266,Boogie,trial,trial
830,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,1.668324394,40,2.627610921,63,0.959286527,Boogie,interest_area,objects
831,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,3.670313668,88,5.9225516,142,2.252237933,Boogie,interest_area,objects
832,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,6.965254347,167,9.300908499,223,2.335654152,Boogie,interest_area,caregiver
833,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,10.00994637,240,11.46973021,275,1.459783845,Boogie,interest_area,objects
834,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,20.14501706,483,22.89775231,549,2.752735251,Boogie,interest_area,door_right
835,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,24.35753616,584,25.06657403,601,0.709037868,Boogie,interest_area,objects
836,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,26.2344011,629,28.40322282,681,2.168821713,Boogie,interest_area,objects
837,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,29.65446611,711,37.37046644,896,7.716000324,Boogie,interest_area,objects
838,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,42.75081261,1025,49.34069397,1183,6.589881358,Boogie,interest_area,caregiver
839,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,56.05569965,1344,56.55619697,1356,0.500497318,Boogie,interest_area,objects
840,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,57.80744027,1386,63.35461888,1519,5.547178612,Boogie,interest_area,objects
841,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,66.14906224,1586,67.90080285,1628,1.751740614,Boogie,interest_area,door_left
842,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,68.27617584,1637,73.19773281,1755,4.921556964,Boogie,interest_area,stranger
843,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,73.61481391,1765,74.24043555,1780,0.625621648,Boogie,interest_area,door_right
844,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,87.16994961,2090,89.13023077,2137,1.960281163,Boogie,interest_area,caregiver
845,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,91.59100926,2196,92.96737688,2229,1.376367625,Boogie,interest_area,objects
846,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,94.51057695,2266,96.63769055,2317,2.127113603,Boogie,interest_area,objects
847,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,98.34772305,2358,99.68238257,2390,1.334659516,Boogie,interest_area,objects
848,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,107.8988802,2587,110.4430749,2648,2.544194702,Boogie,interest_area,caregiver
849,dog-tracking-projekt-2020-09-29_17-02-26_dst_boogie_bp,113.9882643,2733,119.1183618,2856,5.130097513,Boogie,interest_area,stranger
850,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,0.750746011,18,121.4540213,2912,120.7032753,Boogie,trial,trial
851,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,2.961275931,71,6.214508644,149,3.253232713,Boogie,interest_area,caregiver
852,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,7.173795213,172,7.632584441,183,0.458789229,Boogie,interest_area,objects
853,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,9.676281915,232,12.09535239,290,2.419070479,Boogie,interest_area,objects
854,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,14.18075798,340,21.60480186,518,7.424043883,Boogie,interest_area,caregiver
855,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,24.48266157,587,28.8620133,692,4.379351729,Boogie,interest_area,objects
856,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,30.2800891,726,37.4121762,897,7.132087101,Boogie,interest_area,objects
857,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,39.78953856,954,46.58796077,1117,6.798422207,Boogie,interest_area,objects
858,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,56.55619947,1356,58.64160505,1406,2.085405585,Boogie,interest_area,caregiver
859,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,59.18381051,1419,63.31291356,1518,4.129103059,Boogie,interest_area,objects
860,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,66.02394082,1583,69.06863298,1656,3.044692154,Boogie,interest_area,objects
861,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,72.90577926,1748,73.99019016,1774,1.084410904,Boogie,interest_area,door_left
862,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,82.70718551,1983,92.34175931,2214,9.634573803,Boogie,interest_area,caregiver
863,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,99.84921941,2394,105.9386037,2540,6.089384309,Boogie,interest_area,caregiver
864,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,108.4827985,2601,113.4043557,2719,4.921557181,Boogie,interest_area,stranger
865,dog-tracking-projekt-2020-09-29_17-11-09_dst_boogie_op,113.8631449,2730,115.1560964,2761,1.292951463,Boogie,interest_area,door_left
866,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,0,0,120.7039167,2894,120.7039167,Boogie,trial,trial
867,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,0.5005,12,2.544208333,61,2.043708333,Boogie,interest_area,caregiver
868,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,7.924583333,190,13.93058333,334,6.006,Boogie,interest_area,door_left
869,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,14.22254167,341,14.5145,348,0.291958333,Boogie,interest_area,stranger
870,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,16.34966667,392,18.18483333,436,1.835166667,Boogie,interest_area,caregiver
871,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,21.98029167,527,28.98729167,695,7.007,Boogie,interest_area,stranger
872,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,29.154125,699,46.5465,1116,17.392375,Boogie,interest_area,door_left
873,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,47.08870833,1129,53.72033333,1288,6.631625,Boogie,interest_area,stranger
874,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,54.054,1296,74.949875,1797,20.895875,Boogie,interest_area,door_left
875,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,75.40866667,1808,76.03429167,1823,0.625625,Boogie,interest_area,stranger
876,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,78.36995833,1879,91.50808333,2194,13.138125,Boogie,interest_area,door_right
877,dog-tracking-projekt-2020-09-29_17-06-53_dst_boogie_sp,92.092,2208,120.7039167,2894,28.61191667,Boogie,interest_area,stranger
878,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,0,0,0.959290177,23,0.959290177,Boogie,interest_area,stranger
879,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,0,0,120.7037292,2894,120.7037292,Boogie,trial,trial
880,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,4.129118588,99,13.1381046,315,9.00898601,Boogie,interest_area,door_left
881,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,13.43006248,322,14.93156015,358,1.501497668,Boogie,interest_area,stranger
882,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,15.22351803,365,28.06966475,673,12.84614672,Boogie,interest_area,door_right
883,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,28.40333089,681,30.07166164,721,1.668330743,Boogie,interest_area,stranger
884,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,30.32191125,727,53.63683338,1286,23.31492213,Boogie,interest_area,door_left
885,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,72.69751211,1743,115.8655701,2778,43.16805797,Boogie,interest_area,door_right
886,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,116.2826528,2788,118.0761083,2831,1.793455548,Boogie,interest_area,stranger
887,dog-tracking-projekt-2020-09-29_17-15-14_dst_boogie_np,118.493191,2841,120.7037292,2894,2.210538234,Boogie,interest_area,door_left
888,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,0,0,120.5370833,2890,120.5370833,Bishuji,trial,trial
889,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,3.586916667,86,10.30195833,247,6.715041667,Bishuji,interest_area,objects
890,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,12.42908333,298,13.93058333,334,1.5015,Bishuji,interest_area,caregiver
891,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,15.140125,363,19.644625,471,4.5045,Bishuji,interest_area,door_right
892,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,37.412375,897,46.29625,1110,8.883875,Bishuji,interest_area,door_right
893,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,46.83845833,1123,56.59820833,1357,9.75975,Bishuji,interest_area,caregiver
894,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,58.26654167,1397,62.687625,1503,4.421083333,Bishuji,interest_area,objects
895,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,63.77204167,1529,68.10970833,1633,4.337666667,Bishuji,interest_area,door_left
896,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,81.37295833,1951,83.208125,1995,1.835166667,Bishuji,interest_area,caregiver
897,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,87.83775,2106,91.80004167,2201,3.962291667,Bishuji,interest_area,objects
898,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,93.13470833,2233,94.67791667,2270,1.543208333,Bishuji,interest_area,stranger
899,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,100.35025,2406,100.7673333,2416,0.417083333,Bishuji,interest_area,stranger
900,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,103.478375,2481,108.0662917,2591,4.587916667,Bishuji,interest_area,objects
901,dog-tracking-projekt-2020-09-17_17-57-02_dst_bishuji_bp,111.5697917,2675,120.5370833,2890,8.967291667,Bishuji,interest_area,caregiver
902,dog-tracking-projekt-2020-09-17_18-08-28_dst_bishuji_op,0,0,120.3697293,2886,120.3697293,Bishuji,trial,trial
903,dog-tracking-projekt-2020-09-17_18-08-28_dst_bishuji_op,6.464763704,155,13.05465187,313,6.589888162,Bishuji,interest_area,caregiver
904,dog-tracking-projekt-2020-09-17_18-08-28_dst_bishuji_op,13.38831709,321,120.3697293,2886,106.9814123,Bishuji,interest_area,door_left
905,dog-tracking-projekt-2020-09-17_18-04-36_dst_bishuji_sp,0,0,120.5370833,2890,120.5370833,Bishuji,trial,trial
906,dog-tracking-projekt-2020-09-17_18-04-36_dst_bishuji_sp,0.75075,18,120.5370833,2890,119.7863333,Bishuji,interest_area,door_left
907,dog-tracking-projekt-2020-09-17_18-00-48_dst_bishuji_np,0,0,120.2027294,2882,120.2027294,Bishuji,trial,trial
908,dog-tracking-projekt-2020-09-17_18-00-48_dst_bishuji_np,3.712020443,89,120.2027294,2882,116.490709,Bishuji,interest_area,door_left
909,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,1.584916667,38,122.87275,2946,121.2878333,Hailey,trial,trial
910,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,3.086416667,74,5.588916667,134,2.5025,Hailey,interest_area,stranger
911,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,8.800458333,211,9.217541667,221,0.417083333,Hailey,interest_area,objects
912,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,11.17783333,268,12.012,288,0.834166667,Hailey,interest_area,objects
913,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,13.5135,324,14.43108333,346,0.917583333,Hailey,interest_area,objects
914,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,15.76575,378,17.142125,411,1.376375,Hailey,interest_area,objects
915,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,18.60191667,446,20.06170833,481,1.459791667,Hailey,interest_area,objects
916,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,24.94158333,598,25.10841667,602,0.166833333,Hailey,interest_area,objects
917,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,25.48379167,611,28.69533333,688,3.211541667,Hailey,interest_area,stranger
918,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,31.11441667,746,33.408375,801,2.293958333,Hailey,interest_area,objects
919,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,34.32595833,823,37.37066667,896,3.044708333,Hailey,interest_area,caregiver
920,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,37.912875,909,40.45708333,970,2.544208333,Hailey,interest_area,objects
921,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,41.29125,990,42.70933333,1024,1.418083333,Hailey,interest_area,door_left
922,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,46.671625,1119,49.674625,1191,3.003,Hailey,interest_area,objects
923,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,52.26054167,1253,54.054,1296,1.793458333,Hailey,interest_area,stranger
924,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,58.30825,1398,61.061,1464,2.75275,Hailey,interest_area,stranger
925,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,64.48108333,1546,67.942875,1629,3.461791667,Hailey,interest_area,door_right
926,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,68.5685,1644,70.77904167,1697,2.210541667,Hailey,interest_area,caregiver
927,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,76.49308333,1834,77.452375,1857,0.959291667,Hailey,interest_area,objects
928,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,82.91616667,1988,84.5845,2028,1.668333333,Hailey,interest_area,stranger
929,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,88.42166667,2120,89.29754167,2141,0.875875,Hailey,interest_area,caregiver
930,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,89.714625,2151,90.54879167,2171,0.834166667,Hailey,interest_area,door_left
931,dog-tracking-projekt-2020-09-16_11-03-42_dst_hailey_bp,93.84375,2250,95.51208333,2290,1.668333333,Hailey,interest_area,objects
932,dog-tracking-projekt-2020-09-16_11-08-34_dst_hailey_op,0,0,125.4586667,3008,125.4586667,Hailey,trial,trial
933,dog-tracking-projekt-2020-09-16_11-08-34_dst_hailey_op,56.38966667,1352,62.437375,1497,6.047708333,Hailey,interest_area,objects
934,dog-tracking-projekt-2020-09-16_11-08-34_dst_hailey_op,64.35595833,1543,65.10670833,1561,0.75075,Hailey,interest_area,objects
935,dog-tracking-projekt-2020-09-16_11-08-34_dst_hailey_op,67.692625,1623,73.073,1752,5.380375,Hailey,interest_area,stranger
936,dog-tracking-projekt-2020-09-16_11-08-34_dst_hailey_op,82.04029167,1967,86.37795833,2071,4.337666667,Hailey,interest_area,door_right
937,dog-tracking-projekt-2020-09-16_11-08-34_dst_hailey_op,89.00558333,2134,90.88245833,2179,1.876875,Hailey,interest_area,objects
938,dog-tracking-projekt-2020-09-16_11-08-34_dst_hailey_op,92.84275,2226,93.84375,2250,1.001,Hailey,interest_area,objects
939,dog-tracking-projekt-2020-09-16_11-16-17_dst_hailey_sp,1.876862331,45,120.2860214,2884,118.4091591,Hailey,trial,trial
940,dog-tracking-projekt-2020-09-16_11-16-17_dst_hailey_sp,2.877855574,69,4.671301802,112,1.793446227,Hailey,interest_area,stranger
941,dog-tracking-projekt-2020-09-16_11-16-17_dst_hailey_sp,15.84905968,380,17.01688514,408,1.16782545,Hailey,interest_area,stranger
942,dog-tracking-projekt-2020-09-16_11-16-17_dst_hailey_sp,19.01887162,456,88.0039893,2110,68.98511768,Hailey,interest_area,stranger
943,dog-tracking-projekt-2020-09-16_11-16-17_dst_hailey_sp,93.17578773,2234,93.75970045,2248,0.583912725,Hailey,interest_area,caregiver
944,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,0.875875,21,120.37025,2886,119.494375,Hailey,trial,trial
945,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,9.676333333,232,10.05170833,241,0.375375,Hailey,interest_area,caregiver
946,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,10.5105,252,12.72104167,305,2.210541667,Hailey,interest_area,door_left
947,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,13.17983333,316,14.76475,354,1.584916667,Hailey,interest_area,caregiver
948,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,17.5175,420,18.05970833,433,0.542208333,Hailey,interest_area,caregiver
949,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,18.47679167,443,22.397375,537,3.920583333,Hailey,interest_area,door_right
950,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,22.77275,546,24.399375,585,1.626625,Hailey,interest_area,caregiver
951,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,24.649625,591,108.2748333,2596,83.62520833,Hailey,interest_area,door_left
952,dog-tracking-projekt-2020-09-16_11-12-53_dst_hailey_np,108.7753333,2608,120.37025,2886,11.59491667,Hailey,interest_area,caregiver
953,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,1.626616285,39,120.4530213,2888,118.826405,Butch,trial,trial
954,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,2.711027141,65,5.422054282,130,2.711027141,Butch,interest_area,objects
955,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,6.715005688,161,8.133081423,195,1.418075735,Butch,interest_area,objects
956,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,8.550162522,205,11.46973021,275,2.91956769,Butch,interest_area,stranger
957,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,14.22246546,341,15.93249797,382,1.710032504,Butch,interest_area,caregiver
958,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,19.47768731,467,22.397255,537,2.91956769,Butch,interest_area,objects
959,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,24.23241183,581,25.44194702,610,1.209535186,Butch,interest_area,door_right
960,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,25.69219567,616,28.11126605,674,2.419070372,Butch,interest_area,stranger
961,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,28.73688769,689,32.11524459,770,3.378356899,Butch,interest_area,objects
962,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,37.74583942,905,45.08646676,1081,7.340627336,Butch,interest_area,objects
963,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,48.75678043,1169,49.38240208,1184,0.625621648,Butch,interest_area,objects
964,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,50.50852104,1211,60.64359174,1454,10.1350707,Butch,interest_area,stranger
965,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,63.93853242,1533,66.44101901,1593,2.502486592,Butch,interest_area,stranger
966,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,66.77468389,1601,68.27617584,1637,1.501491955,Butch,interest_area,door_left
967,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,70.1947489,1683,71.15403542,1706,0.959286527,Butch,interest_area,door_left
968,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,71.4877003,1714,73.99018689,1774,2.502486592,Butch,interest_area,stranger
969,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,82.74888997,1984,86.21066308,2067,3.461773119,Butch,interest_area,caregiver
970,dog-tracking-projekt-2020-09-23_10-31-34_dst_butch_bp,91.54930115,2195,99.22359336,2379,7.674292215,Butch,interest_area,caregiver
971,dog-tracking-projekt-2020-09-23_10-45-20_dst_butch_op,1.001,24,120.5370833,2890,119.5360833,Butch,trial,trial
972,dog-tracking-projekt-2020-09-23_10-45-20_dst_butch_op,4.5045,108,9.009,216,4.5045,Butch,interest_area,caregiver
973,dog-tracking-projekt-2020-09-23_10-35-38_dst_butch_sp,0.667333333,16,121.0375833,2902,120.37025,Butch,trial,trial
974,dog-tracking-projekt-2020-09-23_10-35-38_dst_butch_sp,3.5035,84,28.69533333,688,25.19183333,Butch,interest_area,door_left
975,dog-tracking-projekt-2020-09-23_10-35-38_dst_butch_sp,29.11241667,698,32.5325,780,3.420083333,Butch,interest_area,stranger
976,dog-tracking-projekt-2020-09-23_10-35-38_dst_butch_sp,32.74104167,785,121.0375833,2902,88.29654167,Butch,interest_area,door_left
977,dog-tracking-projekt-2020-09-23_10-40-25_dst_butch_np,1.501489865,36,120.2860214,2884,118.7845315,Butch,trial,trial
978,dog-tracking-projekt-2020-09-23_10-40-25_dst_butch_np,4.212513232,101,120.2860214,2884,116.0735082,Butch,interest_area,door_left
979,dog-tracking-projekt-2020-09-28_16-34-08_dst_amelie_bp,0,0,120.5367293,2890,120.5367293,Amelie,trial,trial
980,dog-tracking-projekt-2020-09-28_16-34-08_dst_amelie_bp,2.210535174,53,3.253240444,78,1.042705271,Amelie,interest_area,objects
981,dog-tracking-projekt-2020-09-28_16-34-08_dst_amelie_bp,8.59189143,206,12.26221398,294,3.670322553,Amelie,interest_area,caregiver
982,dog-tracking-projekt-2020-09-28_16-34-08_dst_amelie_bp,12.63758788,303,14.51445737,348,1.876869487,Amelie,interest_area,door_left
983,dog-tracking-projekt-2020-09-28_16-34-08_dst_amelie_bp,14.93153948,358,18.97723593,455,4.04569645,Amelie,interest_area,caregiver
984,dog-tracking-projekt-2020-09-28_16-34-08_dst_amelie_bp,19.35260982,464,26.02592356,624,6.673313732,Amelie,interest_area,door_right
985,dog-tracking-projekt-2020-09-28_16-34-08_dst_amelie_bp,26.52642209,636,41.91675188,1005,15.3903298,Amelie,interest_area,caregiver
986,dog-tracking-projekt-2020-09-28_16-34-08_dst_amelie_bp,69.77783671,1673,115.0312455,2758,45.25340875,Amelie,interest_area,stranger
987,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,0.583916667,14,120.87075,2898,120.2868333,Amelie,trial,trial
988,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,2.127125,51,5.296958333,127,3.169833333,Amelie,interest_area,objects
989,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,7.132125,171,10.96929167,263,3.837166667,Amelie,interest_area,door_right
990,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,12.09541667,290,17.72604167,425,5.630625,Amelie,interest_area,door_right
991,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,18.35166667,440,20.895875,501,2.544208333,Amelie,interest_area,caregiver
992,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,26.901875,645,34.11741667,818,7.215541667,Amelie,interest_area,door_left
993,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,34.70133333,832,35.28525,846,0.583916667,Amelie,interest_area,caregiver
994,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,66.64991667,1598,67.81775,1626,1.167833333,Amelie,interest_area,door_right
995,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,68.40166667,1640,83.37495833,1999,14.97329167,Amelie,interest_area,caregiver
996,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,87.25383333,2092,92.5925,2220,5.338666667,Amelie,interest_area,door_left
997,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,93.17641667,2234,93.968875,2253,0.792458333,Amelie,interest_area,caregiver
998,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,95.720625,2295,109.4426667,2624,13.72204167,Amelie,interest_area,objects
999,dog-tracking-projekt-2020-09-28_16-19-22_dst_amelie_op,119.994875,2877,120.87075,2898,0.875875,Amelie,interest_area,stranger
1000,dog-tracking-projekt-2020-09-28_16-24-47_dst_amelie_sp,0,0,121.7047292,2918,121.7047292,Amelie,trial,trial
1001,dog-tracking-projekt-2020-09-28_16-24-47_dst_amelie_sp,2.544204415,61,12.97127169,311,10.42706727,Amelie,interest_area,stranger
1002,dog-tracking-projekt-2020-09-28_16-24-47_dst_amelie_sp,17.26722341,414,20.97925936,503,3.71203595,Amelie,interest_area,objects
1003,dog-tracking-projekt-2020-09-28_16-24-47_dst_amelie_sp,24.14908781,579,43.08464198,1033,18.93555417,Amelie,interest_area,stranger
1004,dog-tracking-projekt-2020-09-28_16-24-47_dst_amelie_sp,45.12834717,1082,45.33688851,1087,0.208541345,Amelie,interest_area,objects
1005,dog-tracking-projekt-2020-09-28_16-24-47_dst_amelie_sp,65.94077345,1581,74.3658438,1783,8.425070358,Amelie,interest_area,stranger
